The index of the character in 常用字字形表 (二零零零年修訂本),香港: 香港教育學院, 2000, ISBN 962-949-040-4. This publication gives the “proper” shapes for 4759 characters as used in the Hong Kong school system. The index is an integer, zero-padded to four digits.

故	1706
效	1707
啟	1708
敖	1709
救	1710
教	1711
敝	1712
敗	1713
敏	1714
叙	1715
敘	1715
敍	1715
敦	1716
敢	1717
散	1718
敞	1719
敬	1720
敲	1721
敵	1722
敷	1723
數	1724
整	1725
斃	1726
斂	1727
文	1728
斑	1729
斐	1730
斗	1731
料	1732
斜	1733
斟	1734
斡	1735
斤	1736
斥	1737
斧	1738
斫	1739
斬	1740
斯	1741
新	1742
斷	1743
方	1744
於	1745
施	1746
旁	1747
旅	1748
族	1749
旋	1750
旌	1751
旎	1752
旗	1753
旖	1754
既	1755
日	1756
旦	1757
旨	1758
早	1759
旬	1760
旭	1761
旱	1762
旺	1763
昔	1764
昆	1765
昌	1766
易	1767
昂	1768
明	1769
昏	1770
昇	1771
春	1772
昭	1773
昧	1774
是	1775
映	1776
星	1777
昨	1778
晏	1779
時	1780
晉	1781
晃	1782
晌	1783
晝	1784
晤	1785
晨	1786
晚	1787
晦	1788
普	1789
晰	1790
晴	1791
晶	1792
景	1793
暑	1794
智	1795
暗	1796
暉	1797
暈	1798
暇	1799
暖	1800
暨	1801
暢	1802
暮	1803
暫	1804
暴	1805
曆	1806
曉	1807
暹	1808
曙	1809
曖	1810
曠	1811
曝	1812
曦	1813
曬	1814
曰	1815
曲	1816
曳	1817
更	1818
曷	1819
書	1820
曹	1821
勗	1822
曾	1823
替	1824
會	1825
月	1826
有	1827
服	1828
朋	1829
朔	1830
朕	1831
朗	1832
望	1833
期	1834
朝	1835
朦	1836
朧	1837
木	1838
朮	1839
本	1840
未	1841
末	1842
札	1843
朽	1844
朴	1845
朱	1846
朵	1847
李	1848
材	1849
杆	1850
邨	1851
村	1851
杜	1852
杖	1853
杞	1854
束	1855
杏	1856
杉	1857
杭	1858
枕	1859
杰	1860
杷	1861
枝	1862
林	1863
杯	1864
板	1865
枉	1866
東	1867
果	1868
杳	1869
枇	1870
松	1871
析	1872
杵	1873
枏	1874
柿	1875
染	1876
柱	1877
柔	1878
某	1879
架	1880
枯	1881
柩	1882
柯	1883
柄	1884
柑	1885
柬	1886
柵	1887
柺	1888
柚	1889
查	1890
枸	1891
柏	1892
柳	1893
檯	1894
枱	1894
校	1895
核	1896
案	1897
框	1898
桓	1899
根	1900
桂	1901
桔	1902
栩	1903
栗	1904
桑	1905
栽	1906
桌	1907
柴	1908
桐	1909
桀	1910
格	1911
桃	1912
株	1913
桅	1914
栓	1915
梳	1916
梁	1917
梯	1918
梢	1919
梓	1920
梵	1921
桶	1922
梧	1923
梗	1924
械	1925
桿	1926
梃	1927
梭	1928
梆	1929
梅	1930
條	1931
梨	1932
梟	1933
棄	1934
棺	1935
棕	1936
椅	1937
棟	1938
森	1939
棧	1940
棒	1941
棲	1942
棣	1943
棋	1944
植	1945
棠	1946
棘	1947
棗	1948
棵	1949
棹	1950
棍	1951
椒	1952
椎	1953
棉	1954
棚	1955
榔	1956
楚	1957
楠	1958
楔	1959
極	1960
椰	1961
概	1962
業	1963
楷	1964
楊	1965
楨	1966
楫	1967
楞	1968
楓	1969
楹	1970
榆	1971
榜	1972
榨	1973
榕	1974
槁	1975
榮	1976
榷	1977
槓	1978
構	1979
榛	1980
榻	1981
榴	1982
